"PV1SCIE","PV1READ","PV1MATH","SOCONPA","INFOJOB2","INFOJOB1","INFOCAR","ICTOUTSIDE","ICTCLASS","HOMESCH","ENTUSE","BELONG","MASTGOAL","RESILIENCE","SWBP","EUDMO","GFOFAIL","WORKMAST","COMPETE","ATTLNACT","PISADIFF","SCREADDIFF","SCREADCOMP","JOYREAD","TEACHINT","ADAPTIVITY","STIMREAD","PERFEED","DIRINS","TEACHSUP","DISCLIMA","ICTRES","WEALTH","HEDRES","CULTPOSS","HOMEPOS","ICTSCH","ICTHOME","ESCS","CHANGE","SCCHANGE","AGE","GRADE","ST016Q01NA","IMMIG","HISEI","HISCED","FISCED","MISCED","ISCEDL","ST001D01T","REPEAT","ST004D01T"
615.918,646.89,640.685,0.9078,0.3419,0.8657,0.3183,-1.3048,-1.2188,-1.2893,-0.7572,0.0348,-0.4347,2.3693,-0.5928,0.8126,-0.13,-0.1982,1.1811,1.0844,-0.8863,-0.524,0.6994,0.8418,0.1744,-1.0504,-0.0999,0.7743,-0.7139,0.039,-0.5561,-0.6928,-0.9462,-0.1357,0.6465,-0.2679,2,11,0.6256,0,0,15.25,0,9,1,72.83,6,6,6,2,9,0,2
472.994,477.626,464.306,-1.0299,-1.4728,-0.2917,-0.132,0.287,-1.2188,-0.3211,0.3603,-0.4509,0.676,2.3693,-1.1176,1.7411,1.4083,1.1448,2.0054,1.0844,-1.272,0.439,1.8839,0.0674,1.2403,0.1915,2.0871,2.0165,1.8202,-0.3673,0.743,1.2943,0.1298,1.1793,0.8836,0.5204,5,10,-0.1137,0,0,15.33,0,9,2,29.14,5,3,5,2,9,0,2
567.228,562.423,679.24,0.3691,-1.4728,1.9988,0.9503,-0.7414,-1.2188,-0.5249,-0.5128,-0.3184,-0.4347,-0.0614,-0.5928,0.2621,-0.3799,-0.1015,-0.4112,-0.6583,0.7192,0.9065,0.1222,-0.1042,-0.2934,0.4572,-0.62,-0.3253,-0.9726,-0.3673,-0.417,-0.1536,0.114,1.1793,1.8376,1.0078,3,9,0.7591,0,0,16,2,9,1,51.5,6,6,6,3,11,0,2
614.019,583.536,673.652,-1.0299,-0.7697,0.5109,0.0048,0.41,-0.0023,-1.6148,-0.3852,-0.8997,-0.7453,-0.8273,0.2659,-2.1464,-0.1558,-0.6545,1.1811,0.443,-1.272,-0.0697,0.1222,0.4627,-0.8687,-1.0504,-0.9263,0.7743,0.0544,-0.6262,-0.0424,-0.8794,-0.2198,-1.0527,0.6623,-0.0396,4,8,0.5732,1,0,15.33,0,0,1,65.01,6,6,6,2,9,0,2
505.977,519.723,513.147,0.1965,-0.1744,-0.9778,0.3652,-0.6193,-0.5146,-0.0595,-0.377,-0.3184,-0.4347,-0.4531,0.5012,0.2621,-0.3799,-0.1015,1.1811,1.0844,0.9672,0.9065,0.1222,-0.7553,0.3684,-0.1687,0.2783,-0.3253,0.8667,-0.2023,-1.0454,0.9144,0.3098,0.0477,0.6465,0.659,9,10,1.1495,1,0,15.75,0,6,1,79.74,6,6,6,2,9,0,1
417.85,421.5,446.947,-1.0299,-1.4728,-0.9778,-0.7602,0.9705,-0.1954,0.0429,0.9584,-0.4415,-1.0266,-0.0614,-1.3186,-0.9827,-0.2006,-1.1187,0.1956,-1.4024,0.2705,0.9065,-1.0985,-0.5621,-0.2934,-1.0504,-0.9225,0.2012,0.286,-0.6262,0.3529,-0.1536,-0.2534,0.0477,-0.1627,-0.228,8,7,-0.5518,2,2,15.58,-1,7,3,22.77,5,5,5,2,8,0,2
557.144,605.697,580.071,0.9078,-1.4728,1.2572,0.9189,-0.2444,0.312,-0.4728,-0.5314,-0.3184,0.5761,0.3858,0.1869,-0.9827,-0.687,-0.1015,0.1956,1.0844,-1.272,-0.524,1.2374,-1.0279,-0.6079,-0.9282,-1.2261,-0.3253,-1.7471,-1.3684,-0.0424,-0.044,0.3075,1.1793,2.3457,1.3052,5,11,-0.1823,0,0,15.67,1,10,1,29.14,4,4,4,3,10,0,1
663.262,659.285,616.474,0.9078,-0.7697,-0.0726,0.3652,-0.5494,-0.1954,-0.0955,0.4644,-1.8611,1.8524,1.217,-0.5928,1.7411,-1.059,1.8164,1.1811,0.0083,-0.6346,-0.524,0.1222,-0.5262,-1.3071,-2.2652,-0.3678,-0.3253,-1.1481,-2.1007,-2.7124,0.135,0.7925,-1.6618,0.6465,0.1015,7,8,0.9004,0,0,15.92,0,6,1,79.05,6,6,6,2,9,0,1
507.454,614.408,539.802,-0.2702,-1.4728,0.2662,0.146,-0.6237,-1.2188,-0.2008,-0.436,0.6818,0.3468,-0.4684,0.1869,0.2621,-0.9295,-0.7233,1.1811,1.0844,-0.5536,-0.0697,0.1222,-0.5262,0.636,0.635,-0.2288,0.0728,-0.3882,-0.0014,-0.2225,-0.6231,-0.3392,0.031,-1.3205,-0.5328,6,6,0.5596,0,0,15.67,0,9,1,75.25,6,5,6,2,9,0,2
557.598,568.335,475.393,-1.5628,-0.7697,-0.9778,-0.3723,-0.343,-1.2188,-0.6177,0.2059,-0.9512,-1.0266,-1.4903,0.3385,-2.1464,1.8905,-1.3356,0.6314,0.024,-0.4021,1.2658,0.8552,0.8628,-2.2177,-0.9319,-0.1974,2.0165,-0.7134,-0.0348,0.8946,1.2243,0.8153,1.1793,1.2337,1.5031,3,11,1.4099,2,0,15.58,0,1,2,74.66,6,6,6,2,9,0,1
546.665,608.652,517.892,0.3691,0.2691,-0.9778,-1.1281,-0.1781,-0.6098,-0.1355,-0.2002,-0.6843,0.3468,-0.5176,-1.3186,-0.9827,0.4637,-0.6545,0.1956,0.4667,0.2705,-0.0697,0.1222,1.4205,-0.2934,-0.9282,-1.0705,-1.6391,-1.2475,-0.2023,0.0444,0.333,-0.0394,1.1793,2.3457,1.3003,3,9,1.362,0,0,15.5,0,6,1,76.65,6,6,6,2,9,0,1
574.433,601.396,520.839,0.9078,-1.4728,-0.9778,-0.8084,-0.3019,0.6583,-0.1536,0.1458,-0.2556,-1.3162,-1.1447,-0.5928,0.7522,-1.8939,-1.071,1.1811,-0.6583,-1.272,-1.8876,1.8839,-0.1542,1.8245,2.0073,1.4931,2.0165,1.8202,1.314,2.0345,0.5236,1.0157,1.1793,1.8376,1.6871,6,11,1.2662,0,0,15.75,0,7,1,63.03,6,6,4,2,9,0,1
632.222,640.114,616.359,-0.5578,-0.2773,-0.6566,-1.9166,-0.64,0.4002,-0.4622,-0.6458,0.6818,-0.855,-1.5166,-0.5928,-0.9827,0.4637,-0.5983,-1.4383,1.0844,-1.272,-0.0362,0.1222,-0.7077,1.8245,0.937,1.0419,0.7743,-0.7598,1.314,1.4424,-0.044,0.3075,0.0477,1.2337,0.6582,4,11,0.9901,2,0,15.33,0,5,1,71.39,6,6,5,2,9,0,1
526.271,568.442,516.595,0.9078,0.9416,-0.2917,0.1978,-1.3048,-0.6098,-0.1126,0.0168,-0.3184,0.5761,-0.8469,0.7301,-0.3121,0.4637,-0.1015,0.1956,1.0844,0.2705,0.9065,0.1222,-0.2704,0.1744,0.4572,-0.3644,0.7743,-0.1342,0.7628,-0.0424,1.2943,0.9181,0.0477,2.3457,1.3748,10,10,1.3905,1,0,16.17,1,9,1,76.49,6,6,6,3,10,0,1
547.824,606.795,550.431,-1.0299,-1.4728,-0.9778,-1.9166,-1.3048,-0.2905,-1.1082,-0.5813,0.3241,-1.3162,-0.8109,-0.5928,-0.9827,0.052,-1.034,-0.2661,-0.6583,-1.272,-1.1635,1.8839,-0.0176,1.8245,1.1813,1.4931,1.3195,-1.2475,-0.7857,-0.2058,0.333,-0.0756,1.1793,2.3457,1.1619,7,9,1.1411,0,0,15.75,0,9,1,80.75,5,5,5,2,9,0,1
604.007,635.762,563.133,0.9078,-0.1744,-0.9778,-0.68,0.0477,-0.6098,-0.2331,0.2067,-0.5878,1.1969,1.5024,1.2386,0.9269,0.4637,0.6291,0.1956,1.0844,-0.4021,0.0755,1.8839,1.0781,0.1744,0.1067,0.2464,0.7743,-0.9726,-0.3673,0.7516,0.9144,0.5673,0.0477,1.8376,1.0726,5,11,1.4953,0,0,15.75,0,5,2,88.7,6,6,6,2,9,0,1
578.984,577.158,494.848,-0.3986,-1.4728,-0.9778,-0.7272,-0.7509,-1.2188,-0.4898,-0.4349,1.4685,0.3468,-1.3557,1.2386,-0.9827,1.4083,1.0596,-1.1146,1.0844,-1.272,-1.8876,1.2374,2.6131,0.7429,-0.9246,0.2495,2.0165,0.0351,-0.4671,0.4922,0.333,0.447,0.0477,0.1882,0.2744,5,8,0.97,1,1,15.83,0,5,2,78.86,6,6,4,2,9,1,1
515.911,550.588,570.858,0.9078,0.8028,0.2662,-0.7602,-0.8181,0.1942,-0.3706,-0.219,0.0348,-0.3152,-0.0614,0.5012,0.2621,-0.687,0.5693,-0.8705,-0.6583,-0.4021,-0.0697,0.1222,-0.9016,0.9276,-0.1716,1.4931,0.7743,-0.2546,-0.2023,0.2108,0.2272,0.0473,-0.6853,-0.7992,-0.2768,7,10,0.6946,0,0,15.42,0,8,1,76.65,6,6,5,2,9,0,1
583.125,604.72,510.825,-0.5578,-0.2439,-0.9778,-1.2004,0.7057,0.6759,-0.2057,0.0787,-0.4509,0.676,-0.096,-1.1176,-0.6232,1.8905,-1.2002,-0.5229,1.0844,0.7192,-0.6311,1.8839,2.6131,0.8674,0.3721,1.1506,1.5844,0.1016,0.385,0.3264,2.0259,1.6804,-0.6853,1.8376,1.7212,5,11,1.5823,0,0,15.58,0,5,1,78.86,6,6,5,2,9,0,1
648.526,655.675,610.797,0.9078,-1.4728,0.677,-0.0099,0.1261,0.0229,-0.651,-0.0748,-0.7791,-0.2282,-0.0328,0.1869,-0.523,0.8794,-0.6545,-0.5229,1.0844,-0.8863,-1.0064,1.2374,1.2316,1.2403,0.5437,0.7551,-0.6555,-1.6456,-0.5575,-0.8179,0.3875,0.6402,-1.0118,1.2563,0.5018,6,10,1.1245,1,1,16,1,7,1,81.92,6,6,6,3,10,0,1
568.734,663.991,491.169,0.9078,-0.1744,-0.0726,-0.4107,-0.2157,2.4394,0.1306,-0.3376,0.705,0.9703,-0.4684,0.6502,1.348,1.8905,0.9982,1.1811,1.0844,-1.272,-1.8876,1.8839,0.6934,0.6797,2.0073,1.1506,0.2012,-1.6456,0.4394,2.0345,-0.6231,-0.0475,0.0477,-0.4362,-0.3088,6,7,0.5809,1,1,16.17,0,8,1,71.39,6,4,6,2,9,0,1
447.984,531.398,405.471,-0.124,-1.4728,1.9988,0.1978,0.2858,-1.2188,1.1547,0.5854,-1.1206,-0.8444,-0.8386,-0.5928,-0.9827,0.1097,-0.772,-0.2661,-0.6583,0.2705,-0.0697,-0.4089,-0.1042,0.1744,0.1941,0.2464,-0.6555,-0.254,-0.7366,-0.2828,-0.281,-0.2876,0.0477,1.8376,0.4804,8,11,1.0151,0,0,16,1,4,1,76.65,6,2,6,3,10,0,1
500.153,512.38,458.609,0.9078,-1.4728,1.9988,0.9151,0.3207,0.1842,-0.9261,0.9564,-0.5707,0.3468,-0.096,0.5012,0.2621,0.8794,0.487,0.7871,1.0844,-0.7816,-0.1817,1.1971,1.7513,1.2403,2.0073,2.0871,0.7743,0.373,1.314,1.1945,2.6563,1.31,0.0477,0.3739,0.945,10,11,0.754,1,1,16.17,1,8,1,65.25,5,5,4,3,10,0,1
631.739,642.087,519.589,-1.0299,1.4601,-0.9778,-0.0099,-0.6237,-0.2905,-0.5376,-0.0446,0.0348,-1.3162,-0.8273,-0.5928,-1.7389,1.8905,-0.7233,0.7871,0.0281,-1.272,-1.8876,1.8839,2.6131,-0.8261,-0.0791,-1.0705,-0.3253,-0.7598,-0.3673,-1.1923,0.135,0.8743,-0.1357,1.8376,1.317,4,8,0.1029,1,1,16,1,3,1,43.85,4,2,4,3,10,0,1
600.504,605.011,540.305,0.9078,1.4601,-0.2917,0.7366,-1.3048,-0.3136,-1.0426,0.2179,0.3018,0.1123,1.1268,1.2386,-0.1652,0.4637,-1.034,-0.733,1.0844,-1.272,-1.0064,1.8839,2.0787,0.1744,-0.474,0.5102,-0.3253,0.3183,0.4394,1.3671,-0.4985,-0.0513,1.1793,1.8376,0.9025,9,11,0.0572,1,1,16,1,9,1,17,6,6,6,3,10,0,1
473.156,532.168,447.024,0.9078,-1.4728,-0.9778,-1.9166,-1.3048,-0.6098,-2.2971,-0.695,-0.4415,-1.1295,-0.5176,1.2386,-1.4829,1.8905,-1.7067,0.1956,0.4626,-1.272,-0.0697,0.1222,0.7546,0.1744,-0.474,-0.3644,0.7743,-1.6464,-0.3971,0.4501,-0.9642,-0.9859,-1.3525,-1.3205,-1.2378,5,7,-0.168,0,0,15.67,0,7,1,52.72,6,6,6,2,9,0,1
540.279,537.601,513.02,0.1965,0.2691,0.2662,0.5312,-0.4358,0.382,-0.4899,-0.1762,-0.2979,1.1969,0.7251,0.1869,0.8126,-0.13,0.5493,0.1956,1.0844,-0.7816,-0.524,1.1971,0.1984,1.8245,-0.5786,0.2783,0.3993,0.3737,1.314,-0.0424,-0.3918,0.0161,1.1793,1.8376,0.8252,6,10,1.2012,0,0,15.83,1,6,1,78.76,6,6,6,3,10,0,1
590.966,570.063,581.943,0.9078,-0.1744,-0.9778,-0.68,0.0889,-1.2188,-0.3685,-0.1561,-0.3184,0.3468,1.1497,-0.5928,-0.569,-0.0288,0.5693,2.0054,0.4626,-0.7816,-0.0697,-0.4089,-0.1042,1.8245,2.0073,2.0871,2.0165,1.0067,1.314,1.4022,1.2943,0.5665,0.0477,1.8376,1.1466,6,8,1.4639,2,0,15.42,0,8,1,85.41,6,6,6,2,9,0,1
447.108,490.914,451.848,-0.0974,0.9416,-0.2917,0.439,-0.032,0.1274,-0.0837,-0.1939,-0.3184,0.5761,-0.5176,1.2386,-0.3121,0.8794,0.6291,-0.2661,1.0844,-1.272,-1.126,0.1222,0.523,0.8674,1.1813,0.2432,0.7743,0.4861,0.3485,-0.417,1.2943,1.3705,1.1793,0.1882,0.9964,7,9,0.276,0,0,16.08,1,7,2,39.02,5,4,5,3,10,0,1
569.986,609.286,600.599,0.9078,0.2691,-0.9778,-0.68,-1.3048,-1.2188,0.0236,-0.3082,-0.7362,1.4751,0.3139,-0.5928,0.2621,1.8905,0.6291,0.1956,1.0844,-1.272,-0.524,1.8839,1.4712,1.8245,0.1941,1.4882,2.0165,0.7198,1.314,-1.7188,2.6563,1.2927,0.7604,2.197,2.2488,6,11,1.612,1,0,15.42,0,3,3,68.7,6,5,6,2,9,0,1
440.988,472.349,454.704,-0.0974,-0.5045,-0.9778,-1.0823,-1.2534,-1.2188,-2.2971,-0.6368,-0.1858,-0.094,-1.0974,0.7301,-0.1652,-0.687,-1.034,-1.2708,-0.6198,1.6524,1.5715,-1.0985,0.0797,-0.6079,-0.1687,-1.7115,-0.9181,-1.6464,-0.3248,-1.1225,0.0895,-0.111,1.1793,-0.4362,0.2116,4,8,1.0682,1,1,15.25,0,8,1,85.41,6,4,6,2,9,0,1
590.931,618.635,596.381,0.9078,-0.1744,-0.9778,0.0449,0.2517,-1.2188,-0.2125,0.1658,-0.8997,1.8524,-0.1433,-1.566,-0.92,1.8905,0.6291,-0.2047,1.0844,-0.8863,-0.0697,0.6994,2.6131,1.2403,2.0073,2.0871,2.0165,1.0055,1.314,-2.1357,2.6563,3.1882,0.0477,2.3457,2.6811,4,10,2.1383,0,0,15.42,0,3,1,86.72,6,6,6,2,9,0,1
464.338,501.25,535.467,0.9078,-0.1744,-0.1473,-0.7767,1.1397,-0.5142,-0.1419,0.1261,-0.3184,0.5761,-0.0614,0.1869,0.2621,0.4637,-0.1015,0.1956,1.0844,0.2705,-0.0697,0.1222,0.0127,-0.2934,0.4572,0.1494,-0.3253,1.8202,1.314,0.4922,-0.3629,0.5604,0.7604,0.9438,0.6288,7,9,0.8607,0,0,15.42,0,9,1,65.25,6,6,6,2,9,0,2
560.12,538.594,564.059,-1.6926,0.9416,0.194,0.5312,0.2858,1.812,-2.2971,0.1579,-0.9879,0.5761,-0.8738,-0.5928,-0.523,0.4637,-0.1015,0.1956,1.0844,-0.5536,-0.524,0.1222,-1.0555,-0.3689,-0.5786,-1.3412,0.0728,-1.3302,-0.4377,0.2621,-0.239,0.2109,-0.1357,1.1197,0.6989,7,10,0.5251,3,2,15.75,1,7,1,79.74,4,4,4,3,10,0,2
547.107,611.583,501.185,0.9078,-1.4728,-0.9778,-1.9166,0.4553,-0.2468,-0.8114,-1.1166,-1.3135,0.1123,1.1497,0.1038,1.348,0.8794,1.8164,2.0054,1.0844,-1.272,-1.0064,1.8839,1.3468,0.8874,1.1813,0.2464,0.3993,0.4301,0.7628,-1.6117,0.2111,0.418,1.1793,-0.2173,0.5937,8,11,0.5838,0,0,15.58,0,2,1,51.5,6,6,6,2,9,0,2
615.067,688.427,542.774,-0.3986,1.4601,0.2662,0.7014,0.9705,-1.2188,0.2153,-0.1875,-1.1206,-0.2282,1.1497,-0.5928,-0.523,0.2734,1.8164,0.3709,1.0844,-0.8863,-0.524,1.8839,1.2316,0.1744,0.1041,0.7551,0.7743,0.0544,-0.2744,-0.0424,0.3092,0.4939,1.1793,2.3457,1.6055,7,9,1.5916,0,0,15.42,0,7,1,81.92,6,6,6,2,9,0,1
550.269,661.11,576.445,0.9078,-1.4728,-0.9778,-0.167,0.2858,-1.2188,-0.5304,-0.6247,-0.3184,0.1123,-0.4684,-0.5928,-1.1437,0.4637,-0.6545,2.0054,1.0844,0.2705,-0.0697,0.1222,-0.0176,0.1744,0.937,2.0871,0.0728,1.8202,1.314,-0.0424,0.135,0.8743,-0.1357,1.1033,0.9164,9,9,0.844,2,2,15.67,0,5,1,57.99,6,5,6,2,9,0,2
493.295,486.266,494.338,0.9078,-1.4728,-0.9778,-1.1281,-0.8181,-0.6098,-1.6067,-0.6897,0.4458,-0.6331,0.3858,-0.5928,-0.3121,1.4083,1.1448,0.7262,0.0281,-0.2888,-1.126,0.1222,-1.7421,-0.2934,0.4572,-0.3644,0.5121,1.0067,0.7015,-0.4349,0.0895,0.6037,0.0477,0.6465,0.3858,6,10,1.0754,0,0,15.83,0,7,1,81.92,6,6,6,2,9,0,1
518.102,502.262,515.249,0.9078,-0.7697,-0.9778,-1.1281,0.1772,0.6355,-0.5339,-0.5875,0.9303,-0.094,0.0501,1.2386,-0.9827,0.8207,-0.6545,0.0385,0.4667,-0.6346,0.5371,0.1222,-0.5831,1.8245,-0.474,0.2783,-0.3253,0.5845,0.7015,0.2377,-0.349,-0.1027,-0.6853,1.3393,0.2865,7,7,0.0507,0,0,15.75,0,8,1,30.34,6,6,4,2,9,0,1
533.165,529.567,502.308,0.9078,-1.4728,-0.9778,-0.3723,0.2858,1.1557,-0.3621,-0.4801,0.0928,0.9703,0.4152,-0.5928,-0.267,-0.687,-0.1015,0.1244,0.0281,-0.2888,-0.556,0.8214,0.638,0.1744,0.5464,0.5102,-0.3253,-0.5522,1.314,-0.8179,0.9144,0.299,-1.2049,0.7069,0.5026,6,11,0.4972,2,2,15.58,0,8,1,61.6,5,5,4,2,9,0,1
473.439,503.51,438.377,0.9078,-0.4012,0.6521,-0.7486,-1.3048,0.0103,-0.6145,-0.5084,-0.3184,0.5761,-0.0614,0.6502,0.8126,0.052,-0.6545,-0.5707,1.0844,0.2705,0.409,0.1222,-0.2704,0.1744,-0.1716,0.2464,-0.7784,-0.3001,0.7015,0.7843,-0.349,-0.576,-0.6853,1.3575,-0.1766,8,8,-0.9081,0,0,15.5,0,7,2,23.96,4,4,4,2,9,0,1
611.812,584.383,567.916,0.1965,-0.3885,0.677,0.5568,0.2018,0.8411,0.1233,-0.0978,0.3018,-0.4347,0.4152,0.1869,0.2621,-0.687,-0.1015,-0.2661,0.0281,-1.272,-0.0362,0.1222,0.6934,0.9888,0.4572,-0.0999,-0.3253,-0.9726,-0.1206,0.8946,1.8669,1.5914,0.0477,1.2337,1.2502,8,10,0.8523,0,0,15.67,1,9,1,51.01,6,6,6,3,10,0,1
529.819,626.783,585.553,-0.9727,-1.4728,1.0509,0.0471,-0.5494,-0.3375,-1.205,-0.154,1.4685,-2.5252,1.1268,0.1869,-0.9827,-0.2006,-1.7067,2.0054,1.0844,-1.272,-1.8876,1.8839,-0.0573,1.2662,0.4572,0.0538,-0.3253,0.1339,1.314,-0.3697,-0.5742,-0.1739,-1.6145,0.44,-0.3108,6,9,0.4985,0,0,16,1,8,1,67.11,6,6,4,3,10,0,1
589.136,591.94,482.857,0.9078,-0.2439,0.6261,0.0648,0.6312,-0.0481,0.0916,0.3167,-0.3489,-0.8444,-0.6123,0.6502,-0.1652,0.9606,0.6291,-0.2661,0.0281,-1.272,-1.126,0.8214,1.0781,0.1284,0.1915,0.2464,1.251,-0.3893,-0.3971,-0.4003,0.5557,-0.2282,1.1793,2.3457,0.9427,6,9,1.1728,0,0,16,2,6,2,74.66,6,6,6,3,11,0,1
463.82,521.069,495.086,0.3691,-0.7697,-0.9778,-1.2004,0.3938,-1.0384,-0.4538,0.5946,0.0595,0.2224,-0.0614,1.2386,-0.9827,0.8207,0.9982,1.1811,-0.6583,0.2705,-0.0362,-0.4089,0.0127,0.9684,0.1941,-0.3302,0.7743,-0.2546,1.314,0.627,-0.5742,-0.4005,-1.0527,0.44,-0.424,9,8,-0.487,2,2,15.33,0,7,1,51.56,4,4,4,2,9,0,2
521.513,543.376,484.752,0.3691,-0.1744,-0.9778,-0.4107,-0.0048,-1.2188,-0.302,-1.0598,-0.9331,-0.9149,-0.4684,1.2386,-0.6723,0.8207,-0.772,-0.2047,-0.6506,-0.5536,0.9065,0.1222,0.8227,0.2598,-0.1687,1.3517,1.0179,-1.1278,0.1597,0.0444,1.2243,1.3288,0.0477,0.0426,0.7704,6,10,0.0814,0,0,15.5,0,4,1,54.86,4,3,4,2,9,0,1
492.042,512.01,489.937,0.9078,1.4601,1.9988,-1.215,-1.3048,-1.2188,-0.0861,-0.9501,-0.4822,0.9703,-1.721,0.1869,0.9269,-1.2792,1.0596,1.2643,0.4626,-1.272,-1.126,1.8839,0.0127,-0.2934,0.4572,0.1245,1.5844,1.8202,1.314,-1.6117,1.2943,0.9181,-0.5492,1.8376,1.2516,8,10,1.2707,0,0,15.42,0,10,1,72.94,6,4,6,2,9,0,2
596.01,651.681,591.935,-0.5888,-1.4728,-0.9778,-1.1281,-0.3427,-1.2188,-0.1229,-0.2483,-0.3184,-0.2151,-0.0328,0.5012,0.2621,-0.687,0.6291,-0.2661,-0.6583,0.2705,-0.0697,1.2374,1.6946,0.9888,0.1041,0.9261,-0.3253,-0.1803,-0.0037,0.7767,-0.4985,-0.3629,0.0477,1.2337,0.3178,6,8,1.0367,0,0,15.42,0,8,1,81.4,6,6,6,2,9,0,1
548.757,575.686,580.191,-0.5578,-1.4728,-0.9778,-1.9166,-0.5014,-1.2188,-0.8273,-0.0459,-0.3184,-0.4347,-0.5176,-0.5928,-0.9827,1.4083,-0.7233,-0.5707,0.024,-1.272,-1.8876,1.8839,1.1914,-2.2177,-0.1716,-1.7115,-0.6555,-0.7128,-1.4974,0.4922,-0.3629,0.0767,1.1793,1.8376,0.8084,0,9,0.4342,0,0,15.58,0,9,1,51.5,5,5,4,2,9,0,2
449.466,504.746,458.373,0.9078,0.6059,-0.9812,-0.2339,-1.3048,-1.2188,-2.2971,-0.7923,-0.3184,0.5761,0.7251,-0.5928,-0.3121,-0.4342,0.1187,2.0054,1.0844,1.2826,0.9065,-0.4089,0.8628,1.8245,1.323,2.0871,2.0165,1.8202,1.314,0.4922,-1.4787,-0.7911,-0.2331,1.3393,-0.1018,9,6,-0.3401,0,0,16,0,5,1,31.08,5,1,5,2,9,0,1
579.168,570.016,587.622,0.9078,1.4601,-0.9778,-1.2004,-0.8181,0.3301,-1.6148,-0.7222,-0.5665,0.5761,1.1934,0.6502,-0.1652,0.1097,-0.1015,0.1956,-0.6583,-1.272,-1.8876,1.8839,0.1984,-0.6079,0.4572,-0.9225,0.7743,1.8202,1.314,-0.9514,-0.239,-0.465,-1.2622,0.6465,-0.2676,5,9,0.6631,0,0,15.42,0,7,1,74.79,6,2,6,2,9,0,1
552.329,568.23,524.948,-0.2702,-1.4728,-0.9778,-0.517,-0.8181,0.1842,0.1101,-0.1775,0.3241,0.1123,-0.4684,-0.5928,-0.6723,0.1097,-0.7233,2.0054,1.0844,0.2705,-0.0697,0.1222,0.0127,0.1744,0.1041,0.0236,-0.0363,-0.0424,-0.0348,0.871,-0.4985,-0.4965,0.0477,0.1175,-0.3252,6,11,-0.4463,0,0,16,0,7,1,51.5,4,4,4,2,9,0,2
532.351,597.42,515.723,-1.0299,1.4601,-0.9778,0.3835,0.4227,0.4627,-0.011,0.1395,-1.1206,1.4751,-1.1268,-0.5928,0.9269,1.8905,1.8164,0.3709,1.0844,-1.272,-1.8876,1.8839,1.4205,-0.3449,-0.0791,1.4882,2.0165,1.8202,1.314,0.5156,0.6901,-0.0045,-0.3792,1.514,0.6341,6,8,0.9629,5,2,15.67,0,7,2,70.5,6,6,6,2,9,0,1
511.63,557.833,473.803,-0.0974,-1.4728,0.2512,0.2912,0.6174,1.3777,-0.5092,-0.1647,-0.6693,-1.2438,0.3139,-0.5928,-0.6723,-0.2006,-0.6545,-0.733,0.0281,-0.2888,-0.0362,0.1222,0.5935,1.3209,0.836,0.7904,-0.3253,-0.1342,0.6259,0.871,0.3692,0.8743,1.1793,0.0426,0.8948,6,9,0.8208,0,0,15.83,1,4,1,57.25,6,6,6,3,10,0,1
437.757,474.032,521.531,-0.3986,0.7412,-0.0137,-1.2004,-0.7509,0.1382,-0.8273,0.9338,-0.763,-0.094,-0.8109,-0.5928,-0.267,0.8794,-0.6545,0.1956,-0.6583,0.2705,-0.0362,0.1222,-1.9715,-0.6734,0.1915,-0.6163,0.9044,0.006,-0.0037,-0.8051,-0.1255,-0.1612,-1.2049,0.255,-0.4406,9,9,-1.0532,0,0,15.5,0,8,1,22.21,4,4,2,2,9,0,2
457.112,456.216,459.373,-0.5578,0.8028,-0.9778,-0.7602,-1.3048,-1.2188,-0.8747,0.1338,0.0348,-1.7101,-0.4684,0.6502,0.2621,-0.2459,-1.071,-0.2661,1.0844,0.2705,0.795,-1.4704,-1.3158,-0.8687,-0.5786,0.0236,-1.6391,-1.3843,-0.7857,-1.2667,-0.112,0.6037,-1.3216,-0.4948,-0.1878,5,10,-0.2953,1,0,15.42,0,8,1,35.34,5,5,4,2,9,0,2
549.762,576.598,589.388,0.9078,-0.3187,1.6706,1.3659,-0.4358,-0.057,0.3885,1.4307,2.7249,1.8524,2.3693,0.7301,1.7411,-0.13,1.8164,2.0054,1.0844,-1.272,-0.524,1.2374,-0.0872,1.8245,2.0073,2.0871,2.0165,1.8202,1.314,-0.0424,1.2943,1.3442,0.0477,-0.6073,0.5786,10,10,-0.3016,0,0,16.08,1,9,1,39.02,4,4,4,3,10,0,2
476.02,518.608,439.553,0.9078,1.4601,-0.9778,-0.4107,-0.2005,0.1842,-0.5506,0.1887,-0.3184,-0.6331,0.3444,-0.5928,-0.9827,0.4637,0.1187,-0.2661,1.0844,0.2705,-1.8876,1.8839,0.6575,0.8674,0.836,1.4882,1.5844,1.8202,1.314,0.5409,-0.2792,0.3722,0.0477,1.2563,0.3155,6,11,0.845,0,0,15.25,0,6,2,71.39,6,6,6,2,9,0,1
343.507,388.641,346.58,0.9078,-1.4803,-0.9812,-0.4758,-0.6237,0.0105,-0.5591,-0.1359,-0.4415,-1.3162,-1.4832,0.5012,0.2621,1.0671,-1.3692,-0.733,0.0083,1.5069,1.9635,-2.4403,-1.9715,-0.8687,0.4599,-0.9263,0.5121,-1.3302,-0.5973,-1.7946,-0.8992,-0.5372,-0.5492,0.1882,-0.7481,10,7,-0.3731,0,0,15.5,0,2,1,31.08,6,6,6,2,9,1,1
